Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,31.3
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,42.8
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,28.9
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,37.1
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,38.6
Symptoms of Anxiety Disorder,By State,New York,New York,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,34.2
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,34.0
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,30.5
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,31.7
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,40.1
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,38.6
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,34.2
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,36.5
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,30.7
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,32.6
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,38.2
Symptoms of Anxiety Disorder,By State,Texas,Texas,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,40.6
Symptoms of Anxiety Disorder,By State,Utah,Utah,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,29.5
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,33.4
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,32.6
Symptoms of Anxiety Disorder,By State,Washington,Washington,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,35.7
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,36.1
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,31.1
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,1,11,"July 9 - July 14, 2020",07/09/2020,07/14/2020,29.4
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,39.9
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,33.8
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,41.3
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,36.8
Symptoms of Anxiety Disorder,By State,California,California,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,38.9
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,38.0
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,30.4
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,29.0
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,33.9
Symptoms of Anxiety Disorder,By State,Florida,Florida,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,35.1
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,35.5
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,37.2
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,37.3
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,38.0
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,36.8
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,31.3
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,34.8
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,35.9
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,38.5
Symptoms of Anxiety Disorder,By State,Maine,Maine,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,35.7
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,33.2
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,31.1
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,36.3
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,32.2
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,38.6
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,34.9
Symptoms of Anxiety Disorder,By State,Montana,Montana,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,27.5
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,30.0
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,43.7
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,34.0
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,34.2
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,44.7
Symptoms of Anxiety Disorder,By State,New York,New York,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,36.2
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,33.1
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,30.3
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,32.8
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,39.6
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,45.4
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,29.2
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,41.8
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,35.7
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,27.6
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,40.1
Symptoms of Anxiety Disorder,By State,Texas,Texas,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,38.4
Symptoms of Anxiety Disorder,By State,Utah,Utah,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,34.6
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,29.2
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,34.2
Symptoms of Anxiety Disorder,By State,Washington,Washington,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,37.1
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,31.1
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,29.9
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,1,12,"July 16 - July 21, 2020",07/16/2020,07/21/2020,38.8
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.6
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.5
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.4
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.5
Symptoms of Anxiety Disorder,By State,California,California,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,32.4
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,32.6
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,33.9
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,24.6
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.6
Symptoms of Anxiety Disorder,By State,Florida,Florida,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,33.7
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,31.3
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,35.4
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.7
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,33.7
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,32.0
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.0
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,32.0
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,34.6
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,37.1
Symptoms of Anxiety Disorder,By State,Maine,Maine,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,34.9
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.9
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,31.5
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.6
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.6
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,27.7
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,27.8
Symptoms of Anxiety Disorder,By State,Montana,Montana,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,27.9
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.0
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,35.2
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.4
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,33.3
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,35.2
Symptoms of Anxiety Disorder,By State,New York,New York,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,29.9
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.4
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,26.4
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,31.7
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,34.0
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,34.8
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,31.0
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,29.9
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,24.5
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,20.9
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,34.8
Symptoms of Anxiety Disorder,By State,Texas,Texas,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,31.1
Symptoms of Anxiety Disorder,By State,Utah,Utah,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.4
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,28.0
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,30.5
Symptoms of Anxiety Disorder,By State,Washington,Washington,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,32.7
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,29.0
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,25.2
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2,13,"Aug 19 - Aug 31, 2020",08/19/2020,08/31/2020,32.8
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.7
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,28.4
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.4
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,36.0
Symptoms of Anxiety Disorder,By State,California,California,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,34.2
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.4
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.1
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,29.8
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.3
Symptoms of Anxiety Disorder,By State,Florida,Florida,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,31.3
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,31.1
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,34.4
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,31.2
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,32.6
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,30.0
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,26.8
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,28.7
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,34.2
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,36.8
Symptoms of Anxiety Disorder,By State,Maine,Maine,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,29.8
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,29.8
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,28.7
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,32.4
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,26.0
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,31.3
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,29.0
Symptoms of Anxiety Disorder,By State,Montana,Montana,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,29.6
Symptoms of Anxiety Disorder,By State,Nebraska,Nebraska,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,25.7
Symptoms of Anxiety Disorder,By State,Nevada,Nevada,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,32.1
Symptoms of Anxiety Disorder,By State,New Hampshire,New Hampshire,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,31.6
Symptoms of Anxiety Disorder,By State,New Jersey,New Jersey,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,30.7
Symptoms of Anxiety Disorder,By State,New Mexico,New Mexico,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,34.7
Symptoms of Anxiety Disorder,By State,New York,New York,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.5
Symptoms of Anxiety Disorder,By State,North Carolina,North Carolina,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,27.4
Symptoms of Anxiety Disorder,By State,North Dakota,North Dakota,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,22.2
Symptoms of Anxiety Disorder,By State,Ohio,Ohio,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,32.1
Symptoms of Anxiety Disorder,By State,Oklahoma,Oklahoma,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,34.5
Symptoms of Anxiety Disorder,By State,Oregon,Oregon,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,36.9
Symptoms of Anxiety Disorder,By State,Pennsylvania,Pennsylvania,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,29.8
Symptoms of Anxiety Disorder,By State,Rhode Island,Rhode Island,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,31.1
Symptoms of Anxiety Disorder,By State,South Carolina,South Carolina,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,27.7
Symptoms of Anxiety Disorder,By State,South Dakota,South Dakota,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,24.7
Symptoms of Anxiety Disorder,By State,Tennessee,Tennessee,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,27.6
Symptoms of Anxiety Disorder,By State,Texas,Texas,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,32.6
Symptoms of Anxiety Disorder,By State,Utah,Utah,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,29.2
Symptoms of Anxiety Disorder,By State,Vermont,Vermont,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,30.2
Symptoms of Anxiety Disorder,By State,Virginia,Virginia,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,29.1
Symptoms of Anxiety Disorder,By State,Washington,Washington,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,30.8
Symptoms of Anxiety Disorder,By State,West Virginia,West Virginia,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,33.5
Symptoms of Anxiety Disorder,By State,Wisconsin,Wisconsin,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,27.5
Symptoms of Anxiety Disorder,By State,Wyoming,Wyoming,2,14,"Sep 2 - Sep 14, 2020",09/02/2020,09/14/2020,29.4
Symptoms of Anxiety Disorder,By State,Alabama,Alabama,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,30.8
Symptoms of Anxiety Disorder,By State,Alaska,Alaska,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,29.9
Symptoms of Anxiety Disorder,By State,Arizona,Arizona,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,34.9
Symptoms of Anxiety Disorder,By State,Arkansas,Arkansas,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,28.7
Symptoms of Anxiety Disorder,By State,California,California,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,37.2
Symptoms of Anxiety Disorder,By State,Colorado,Colorado,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,34.2
Symptoms of Anxiety Disorder,By State,Connecticut,Connecticut,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,30.4
Symptoms of Anxiety Disorder,By State,Delaware,Delaware,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,24.8
Symptoms of Anxiety Disorder,By State,District of Columbia,District of Columbia,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,40.2
Symptoms of Anxiety Disorder,By State,Florida,Florida,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,32.8
Symptoms of Anxiety Disorder,By State,Georgia,Georgia,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,32.0
Symptoms of Anxiety Disorder,By State,Hawaii,Hawaii,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,28.7
Symptoms of Anxiety Disorder,By State,Idaho,Idaho,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,29.3
Symptoms of Anxiety Disorder,By State,Illinois,Illinois,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,30.8
Symptoms of Anxiety Disorder,By State,Indiana,Indiana,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,31.8
Symptoms of Anxiety Disorder,By State,Iowa,Iowa,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,27.5
Symptoms of Anxiety Disorder,By State,Kansas,Kansas,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,30.6
Symptoms of Anxiety Disorder,By State,Kentucky,Kentucky,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,32.4
Symptoms of Anxiety Disorder,By State,Louisiana,Louisiana,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,38.5
Symptoms of Anxiety Disorder,By State,Maine,Maine,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,31.5
Symptoms of Anxiety Disorder,By State,Maryland,Maryland,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,30.6
Symptoms of Anxiety Disorder,By State,Massachusetts,Massachusetts,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,32.2
Symptoms of Anxiety Disorder,By State,Michigan,Michigan,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,28.6
Symptoms of Anxiety Disorder,By State,Minnesota,Minnesota,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,26.9
Symptoms of Anxiety Disorder,By State,Mississippi,Mississippi,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,35.0
Symptoms of Anxiety Disorder,By State,Missouri,Missouri,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,29.9
Symptoms of Anxiety Disorder,By State,Montana,Montana,2,15,"Sep 16 - Sep 28, 2020",09/16/2020,09/28/2020,33.1
